title	type	url_slug	venue	date	location	talk_url	description
Towards Weak Lensing Cosmology with WFIRST Near-Infrared Detectors	Seminar	talk-1	Stanford KIPAC	2019-05-06	Palo Alto, CA		https://kipac.stanford.edu/events/towards-weak-lensing-cosmology-wfirst-near-infrared-detectors
